customer_id,age,gender,membership,tenure,monthly_charge,login_frequency,support_tickets,payment_delays,feature_usage,last_login,churned
ddd5a5f2-a1b2-4c99-8cff-fc6591d18e2c,52,M,Premium,291,196.53,19,9,5,1,11,0
50f2c7ca-e4c3-44b5-aa00-9b4e568e2e1f,29,M,Premium,307,176.03,13,5,1,8,42,1
d2739138-24de-47fb-820d-885f0ba9626e,78,F,Premium,806,70.09,27,1,3,1,70,1
350e66f3-6e49-49f1-bd2c-ddb7dc8f1b17,22,M,Basic,746,60.36,8,3,6,1,80,1
3e106f5b-9085-40fc-95fd-f68cf0a2562b,25,M,Premium,288,105.24,23,4,6,6,22,1
7734f0a0-9c78-4f1a-bd48-d0b0bc49c4c9,28,F,Basic,264,160.0,19,0,2,10,87,0
14c6fafe-e887-4135-9561-e720b7778df6,63,M,Basic,798,91.4,19,10,1,2,90,0
5f30ff8e-a803-4293-8981-6ef5b52afec6,54,M,Premium,277,163.32,18,6,5,6,9,1
24e1be8e-30d6-4678-9203-1577674326be,44,F,Basic,728,22.28,14,5,5,8,20,1
0344de65-c6ef-4034-b3a8-b2238a36786c,76,F,Premium,583,130.86,14,9,2,6,32,0
5c032320-10cd-4591-aec8-2922c853ded0,46,M,Premium,207,70.21,19,9,5,7,44,1
dab9ff4c-a789-4e90-8dbd-0ed12ff54013,31,F,Premium,695,52.73,11,4,4,5,72,1
c3a7f5b2-6700-4585-9f45-4c6a1fd81645,64,F,Premium,421,35.41,18,3,5,8,83,1
874a4b2e-5d88-4054-af15-0d848a3b8b41,23,F,Basic,947,162.73,13,3,2,10,48,1
50d7f75d-0b77-4202-8c1e-5b29c5550dd1,65,F,Premium,734,96.59,23,7,2,5,33,1
c7c73247-6ade-4934-9b61-31e1cb903946,65,M,Basic,424,76.8,7,7,2,10,68,0
79976d9d-0d9d-4f16-a3b8-a1987821f022,36,M,Premium,235,169.87,6,4,0,9,17,0
17ba7850-8836-413f-a8c1-1a1b009b82ff,62,M,Enterprise,141,119.6,28,7,0,1,74,1
2126a413-d291-4883-8d0f-ce2db8882577,29,M,Premium,1010,99.28,28,7,0,2,52,1
3b26c618-9d9d-4ec1-83e2-3d5ae06c4912,69,F,Basic,139,47.31,8,1,4,7,78,1
95064dfd-0d56-406f-818f-62028a962b26,42,F,Premium,492,159.62,10,9,3,5,73,1
c0f961d3-3196-4783-be0f-3db4e52daea7,31,M,Premium,233,190.57,22,1,1,4,23,0
a771235d-1643-42ec-aaa5-45e5702fd14e,46,F,Premium,350,20.48,2,3,2,5,90,0
2099ab35-9a5c-43cb-8216-04f40b11441d,77,F,Enterprise,175,143.73,19,10,6,4,55,1
ec2fc1ef-1795-48f5-ab71-687355f5f45a,76,F,Basic,490,136.57,3,0,1,5,77,0
a4f1ea88-2083-49f1-a191-b5c77fff675a,47,F,Enterprise,621,99.05,13,4,4,9,64,1
4a71e0f9-15dd-4bad-b936-f2e03b62008f,65,F,Enterprise,111,180.1,9,0,0,4,87,0
61f3ab24-d4cc-49ed-ab37-3b0450ef8181,61,F,Enterprise,72,199.92,2,2,3,9,84,1
b969b91b-8c1f-40a6-925f-0f9458935f33,55,F,Enterprise,599,52.67,27,7,0,8,45,0
1f2d7230-6c9b-4b1a-857a-78da11de2e4e,72,M,Premium,687,140.62,14,7,2,7,71,1
daf950c2-50d1-4b3f-90f1-98cc656fc401,38,M,Premium,210,76.61,28,8,6,1,85,1
535abfca-6f96-4dcd-810d-cac41bc4570d,30,F,Enterprise,976,94.38,25,7,5,8,7,1
b845d6e4-c0d7-4f7b-9c0c-a5af4546f001,46,F,Basic,298,186.98,1,10,4,4,21,1
3c173307-1b24-4805-a04c-4762a0666121,23,M,Basic,58,119.41,15,1,5,3,64,0
93e29e26-1cfc-46b6-b5a5-931bf03ff831,35,F,Premium,627,111.6,16,3,3,9,19,0
b54b1e67-bed7-4a52-800d-2ba23b20cd99,26,M,Premium,1070,154.33,25,6,2,9,35,0
525436bf-20de-41bd-929b-5897d00b317e,71,F,Basic,609,150.69,15,8,3,6,43,1
ecd71b48-531b-4f0a-8744-28e862c7d4c0,38,M,Enterprise,802,101.96,8,9,3,4,53,1
14157dd4-f9e5-4237-8888-c78f06612f74,69,F,Premium,998,146.94,22,10,1,8,5,1
1cc409be-77dc-4f91-adb6-64b630cebe36,73,F,Basic,709,176.55,17,7,0,3,53,0
993c3f17-4fa6-4963-bc40-32889fbb2aa9,68,F,Premium,346,33.47,20,6,5,2,43,1
50b7d796-78b9-4572-b01e-6068ea8e162c,58,F,Enterprise,808,191.75,2,9,0,4,81,0
f124f23a-84ba-4ba2-92a0-9dadfe6f220b,65,M,Premium,618,199.54,4,10,5,2,57,1
a255ad52-51c1-4d2d-b443-b0197da16e85,20,F,Basic,643,182.62,10,5,2,7,19,1
e5032e70-c073-416e-8ab8-3ba80a13fb19,68,M,Basic,873,121.87,6,1,4,7,80,1
44479934-14c9-4c4a-9ab4-2417e3bdeff9,27,M,Premium,1049,184.31,21,4,3,5,86,1
30fa7e51-4950-4dca-9f66-f7d054a2ac02,61,M,Basic,982,182.22,15,5,4,5,82,0
158ce5a4-fa08-4a4b-9342-33b6d49e7ac6,37,M,Premium,542,102.23,28,7,0,4,49,0
3f679be0-7cad-41a6-88bc-5c7a2c0239c5,36,M,Enterprise,635,198.68,13,4,0,10,88,0
25040d50-0d44-4db6-82d8-13e7ae412f76,65,F,Premium,130,183.91,25,3,4,6,29,0
b0d6472a-b4eb-4207-87c7-ced3b0652edf,64,M,Enterprise,543,142.0,4,10,5,1,40,1
1f7beadb-4329-4ead-a677-313370de131a,64,M,Basic,98,124.32,30,4,2,7,23,1
bade1b68-d90f-4fa5-834d-6355c269dacc,76,F,Basic,779,115.55,9,7,6,5,44,1
add96d93-0bec-4390-a6a9-607fd0bad210,27,M,Enterprise,989,193.32,24,10,3,9,47,1
77cfb1fb-c483-4766-9758-b9b5209b5fe6,52,M,Premium,838,22.51,12,10,5,5,75,1
b8835ff9-fa50-4368-80c8-fbb539d61e0b,32,F,Basic,790,39.5,20,8,2,10,29,0
6ac7182a-05ee-4939-9d53-6a5bab54fb56,37,F,Basic,980,183.69,5,0,0,5,64,1
333c3884-54d5-498f-a1e7-103d743d4f66,26,F,Premium,510,179.71,12,10,5,9,54,1
f203783e-cd04-4251-90d9-849083c66fd2,59,M,Premium,346,179.37,20,6,2,1,89,1
8fd356a1-45ba-44da-87a9-98d8c77aadcb,33,F,Basic,938,100.05,22,5,4,6,8,1
236b98a8-9089-4bf8-a8ef-9151d5c7e7bb,78,F,Basic,418,194.28,22,3,5,10,3,1
e9ef8597-28a8-41dc-99a9-a0578747b944,26,M,Basic,713,63.84,27,8,1,10,28,0
e4d8cd24-58ff-46ad-9611-18e08e756524,27,M,Premium,507,79.14,28,2,1,9,33,0
d5967dfc-64d6-403b-ab9a-67efedd61ce6,19,M,Basic,255,138.99,12,3,4,6,3,1
ab5729bf-e986-4a81-b6d7-9082b1e4245e,44,M,Enterprise,137,42.82,3,7,3,6,66,1
47a8c42f-40f2-444c-a825-99a9f9026a15,78,M,Enterprise,955,110.69,26,10,4,5,59,1
13195576-51ee-4f48-b578-32950b0931aa,48,F,Premium,93,30.95,22,1,3,8,10,0
1537df5e-936a-470a-9b20-1eb27382b176,22,M,Premium,689,129.49,20,10,4,9,42,1
2635b299-5db4-4ba4-b134-31dea1132215,56,F,Basic,633,101.67,26,1,6,9,28,1
764158f3-f35a-4579-81da-470672a252b9,70,F,Premium,497,94.49,14,1,2,7,41,0
f594e758-4f64-4eac-92d2-6c310c5cf529,61,F,Basic,796,191.65,3,1,0,7,13,0
c26b0228-63e0-48f8-bb2b-5cb7b1fbcd6b,53,M,Enterprise,793,166.12,18,8,2,2,53,1
33eb459a-36e8-4b93-8574-fc1c0c7c2b52,64,M,Premium,896,176.26,20,4,2,2,74,1
9599f724-8850-4914-bafc-a0fd661c6511,32,M,Premium,346,138.21,28,8,2,2,36,1
2054ba70-256e-4e68-a196-4547aa264f0c,80,M,Enterprise,908,172.13,30,10,6,5,4,1
2114f60b-57f2-4407-9907-1b1c76fc5fe0,40,M,Basic,662,185.88,28,2,4,7,9,1
cf7e447c-0eeb-4113-bda8-d48dabf1e26b,51,M,Premium,92,36.52,14,7,2,3,48,1
18a80685-ebad-4294-8379-d6e65f54d7d3,54,M,Basic,694,159.83,5,2,6,10,7,0
967b4867-40b3-485a-ae66-5a9810a48408,45,F,Enterprise,587,99.76,15,6,2,4,66,1
5fc38d62-a4fe-4558-b1fa-8b8c9738d164,61,F,Enterprise,910,39.96,22,4,0,4,51,0
9c8b561a-5cf5-44bd-b30e-6d3de14408d2,37,M,Basic,142,21.38,25,4,2,6,16,1
cc3f106e-99c3-4c61-aee6-02dd189a2f8d,42,M,Enterprise,911,51.63,18,10,6,6,10,1
46d794ab-e352-44bc-8f24-711c51a4c060,47,M,Premium,116,98.52,19,6,4,7,82,1
9ef34952-5285-403d-93c6-4b5696b2345c,79,F,Basic,265,92.91,26,9,3,6,12,1
24a74f89-da7e-4125-b180-c7a7940add47,55,F,Enterprise,246,63.8,3,6,6,5,44,1
b3f35e85-955c-4ad7-ab19-537fff6b9608,58,M,Enterprise,374,33.75,17,3,6,6,45,1
93c9723e-07c7-4cce-a17a-4bb61ddbd6a3,27,F,Basic,332,62.53,6,9,1,2,23,0
b2e45e91-0eb0-48e1-a195-5c2517018929,54,F,Enterprise,1041,103.51,30,9,5,10,42,0
896b6af4-0215-442c-a890-fe2a2ced4235,22,F,Premium,677,47.17,21,4,6,5,76,1
ca0cb487-96d9-4ec9-9703-6fe600311c01,47,F,Basic,1069,33.35,2,5,6,5,10,1
d2c2c433-7d2b-4710-b8ab-74699ef3d5f9,50,F,Premium,214,130.7,19,8,6,1,58,1
9bbf5e20-02b0-4e27-b160-f243b59ae761,48,M,Basic,415,77.87,15,1,6,6,11,1
58afe5c3-4957-46ff-af24-469e88bf097b,63,F,Premium,383,27.05,17,8,4,3,47,1
81e12ee4-0268-49ad-b3e2-307c93ce1b61,67,F,Enterprise,609,89.73,20,0,6,6,9,1
ecb29a25-ff4b-4187-a892-5da310d37e02,64,M,Premium,821,71.15,3,9,5,3,45,1
82a3773f-45b9-4b42-a70a-480b9d884f8a,63,M,Premium,832,43.21,18,6,5,6,17,0
b1d0d2a7-1200-4b93-8924-f643bdfc0667,45,F,Basic,221,136.28,12,4,1,4,44,0
ca65d61d-87a4-488e-8b61-734286d75300,26,M,Basic,1025,54.56,10,1,4,9,68,1
522eed3a-e45c-417f-85e0-3f39d7aa72c2,57,M,Enterprise,719,177.75,13,2,1,3,89,0
8397a881-57f2-4a97-b809-ad459edf9bc5,20,F,Premium,369,149.81,22,3,3,10,37,0
38bc5868-1957-40f4-86d1-f771084d2983,33,F,Premium,949,62.12,29,3,2,10,57,1
25338d74-ac4f-46b1-9794-2fc5f0ddef34,50,F,Basic,607,160.06,27,3,6,10,18,0
0c3a498f-64c8-4811-8485-a324a3973036,73,F,Enterprise,136,135.41,30,1,5,9,16,1
9aa57d60-5c7f-49a1-b8f7-d90bd70ef057,75,M,Premium,358,69.1,3,3,6,8,45,0
c9fdaee3-2b24-47c6-9eb1-19dbe00126fa,50,F,Basic,879,29.59,13,1,2,4,4,1
68de6448-8d95-4c27-a6e4-c0a3e1db1191,59,F,Basic,232,171.05,5,0,2,8,90,0
c073f74b-111f-448e-ad43-baffe8b64173,18,M,Basic,990,100.75,9,3,6,3,71,1
f237ee82-d3be-416d-ab7a-c14a89c1740c,36,M,Premium,896,40.01,4,0,1,7,82,0
54aec8ae-e405-4262-b9d0-4227d1d50e81,71,F,Enterprise,966,31.31,18,0,5,9,74,1
ca8463bb-a3e5-4ecf-bf82-1b30f32774f4,18,F,Basic,324,72.43,19,6,1,2,68,0
257f4a67-7879-4b23-bd55-1f2b37b10551,52,M,Premium,168,191.61,28,7,0,7,48,1
a5c0fc22-3250-4178-b42e-6ade91b8a25f,22,F,Basic,63,84.28,24,10,5,2,75,1
78aa3cd6-e8ae-46cb-8721-2a0f12c09a44,40,F,Enterprise,710,44.01,6,10,3,8,81,1
10d90106-e4bb-4fd5-a8c0-e0d522c4a21e,67,F,Basic,306,31.36,10,3,0,4,6,0
b84f0ed3-67ca-4eb1-b020-ee11373a3c0f,70,F,Premium,665,112.77,2,10,1,5,46,0
aa538902-f5a5-4cf6-b610-bbcb17e7c066,39,F,Basic,127,175.84,26,5,3,7,57,0
17c1794b-08d8-46fd-b67c-1b40736edcf1,29,F,Enterprise,821,81.03,16,5,6,9,35,1
a70f101d-db7d-4d0c-bab6-ed5461c1d835,56,M,Enterprise,899,34.21,10,5,0,2,42,0
f2f316d9-9c3c-4b9e-a168-bb2289849c7f,63,F,Basic,657,100.26,23,7,2,8,6,0
64bcef9d-33aa-4b6b-b777-7f051338b30d,45,F,Enterprise,752,130.67,26,0,0,7,47,0
a00dd342-4177-4778-89cc-caa230b97aa2,27,F,Basic,357,191.5,5,1,1,6,47,1
ac683b19-bda4-488e-8ca4-27f4242c7d3c,61,F,Premium,96,128.92,12,7,6,2,74,1
1dbb1dfe-aeb8-4678-ac4c-df184f0e76e5,59,F,Basic,781,91.65,4,0,5,3,64,1
a9a0444f-5c99-453d-8901-ff4988e2d2c9,34,F,Basic,271,67.12,20,4,5,8,26,1
c5d1137b-6b43-4ce1-9064-a7d2be9b22c6,75,F,Basic,181,101.37,26,10,6,6,86,1
9f13e740-ed11-4d5c-8fa1-73d4023813fd,36,F,Basic,162,119.0,23,10,1,6,66,1
e0dac138-0185-4d45-8fda-70ef1d1e7ad8,33,F,Basic,441,162.57,12,8,4,6,60,1
d859a33c-1372-4720-b995-f72e59205da2,23,M,Premium,295,130.15,13,7,4,7,53,0
219ef3d0-da14-4712-a49c-52a219f87075,38,M,Premium,181,42.56,15,10,4,6,17,0
34b4aa82-e297-4eb3-adcf-feda5801871e,26,F,Enterprise,402,158.2,30,0,6,2,67,1
2da267d4-fa91-4f2b-a5c0-dcadfad7c267,77,M,Premium,367,49.15,17,4,6,2,33,1
2b17df6f-d108-4b34-81d9-a3fbad1715f6,37,M,Enterprise,592,42.53,21,2,4,10,20,1
92aa3a13-8085-4f75-bed6-bab017de9f07,54,M,Basic,721,171.66,3,0,5,10,34,1
35273c62-f680-47a3-a701-38eff4c8b635,19,F,Enterprise,883,131.26,18,4,5,5,62,1
1551c783-6afb-4aeb-800f-0479664c8fe3,22,M,Basic,861,73.54,15,6,3,8,27,0
9c1287da-d8cf-41a9-af27-9f238e2a0dea,63,F,Enterprise,324,76.26,28,5,3,3,48,1
2a22b822-f377-496d-9d14-e7e6f110f3f6,47,M,Premium,247,77.44,15,3,1,2,7,0
8b4a6dbf-aea9-4953-a9ec-1c49c313364c,44,M,Basic,816,175.55,27,5,4,6,25,0
b741dfb5-3797-446f-abe2-5780f7230912,47,F,Premium,1050,199.27,16,0,0,7,65,1
054370a4-528b-40be-8072-17cc739a0825,40,M,Basic,523,58.73,10,7,4,8,37,1
0d311a64-e665-4df1-8ab9-810524c1830d,74,F,Enterprise,250,97.57,12,6,2,1,52,1
bf7f4e7e-387c-4f1f-85da-11b2fee228f4,36,M,Premium,428,85.25,17,7,6,9,36,1
91255368-25ee-466b-ae3f-6c4bc17de447,24,F,Premium,273,43.16,26,5,4,6,19,1
83ff9b69-4263-45f0-a829-e17ae49ad796,20,M,Basic,1072,92.25,5,5,6,8,67,1
69c955eb-a5fe-45de-8661-6f94251e2c07,77,F,Basic,1085,45.16,13,9,5,5,76,1
93a47721-0ba3-4b68-ad5b-d8c2a410d33e,63,F,Premium,1073,115.82,27,0,2,6,87,1
4c1954c9-11f7-4451-8f7a-84332e3deab4,68,M,Enterprise,883,125.07,16,4,5,10,74,1
c0797a7c-e4e4-4255-814f-a99fcd9c1aa7,28,F,Basic,135,125.03,27,10,1,1,74,0
47613512-dea8-4814-9f5c-b0dce9141890,46,F,Premium,255,54.34,5,6,5,4,53,1
fe370e52-dcc1-4ae3-9ca1-3bdf88b44f24,65,M,Enterprise,995,177.11,5,8,1,9,42,0
3458c3e5-71a0-47b6-982e-dd40580e1780,38,M,Premium,1009,114.59,30,8,2,9,46,0
58ec9bdb-2f6f-44e4-afb8-221b797e1547,30,M,Premium,571,129.81,18,4,1,5,37,0
95699c93-5d97-4ed8-9dc1-ae3119c5f8dc,40,F,Premium,1031,77.07,4,9,5,9,49,0
c59c7d70-d212-4be0-8d8f-183de05254bd,79,M,Premium,838,167.31,2,4,5,2,45,0
7336abc5-261b-4e27-bafa-0055d6670ca2,31,M,Enterprise,555,154.52,9,8,5,5,18,1
80115d5a-bb27-45e9-9548-6a32b60cba6a,60,M,Enterprise,520,63.64,8,0,0,7,43,0
deb56ce3-94a3-4086-9186-8c3095800d0a,26,M,Enterprise,235,142.61,30,2,3,8,62,0
01b79765-2a08-48be-9485-3c02b4173fee,59,M,Basic,618,77.81,21,9,1,9,5,0
bdc879f2-269b-464c-9734-0b40298dd92d,71,M,Basic,388,95.22,27,6,6,8,24,0
3695ddf0-bc1b-4c5f-99a4-26bb0e893890,18,F,Enterprise,622,177.81,20,1,2,5,59,0
ce7b8c49-c6d0-4fd2-9028-b59ab5c28a36,26,F,Premium,1041,180.07,7,1,2,3,59,1
a498f814-454c-4239-b013-3c0989c8ce3d,39,F,Enterprise,411,22.54,22,3,1,10,82,0
6d35bd9c-9166-4401-b3fe-fe7edff7c692,23,F,Enterprise,905,112.75,4,2,1,8,42,0
8eabb3e1-c006-46be-aa6f-b792be2be066,33,F,Premium,43,66.94,11,4,4,10,2,1
66ebc337-ce1a-47d2-b0e1-b895109e2a88,21,M,Premium,766,144.7,10,2,3,9,40,0
bc1a7510-3994-44f3-8714-bee8a491e71a,32,M,Basic,634,86.16,16,2,3,10,48,1
a1bf29ec-ec05-480b-86fb-afd964d208ac,69,M,Basic,994,156.32,22,9,6,2,68,1
c0af274a-e561-4611-97e9-17fe44f4fa1c,54,M,Basic,770,34.06,27,8,4,4,74,1
1b81c87a-8060-466e-98d3-bcba42fabe76,51,F,Basic,366,79.06,22,3,5,10,63,1
f0cafc96-5337-4b06-aa27-907263246527,21,F,Basic,1075,100.19,17,6,3,10,8,0
e58065f0-2495-40e8-8962-a4454b8b38d9,43,F,Basic,661,150.19,24,3,4,2,6,1
0b1aed85-7e59-430d-9de2-ec738e8c0666,21,M,Premium,160,117.41,2,4,3,3,18,0
aeaf3ead-8ea3-408b-a34d-0b3490344630,75,F,Premium,890,87.4,28,6,3,2,88,0
9492958b-70f3-43d8-a12f-0199f74cbbd9,40,M,Basic,302,137.64,18,6,4,3,29,0
95b2c3b6-0eed-4d81-bd6e-5b5bb75d8450,47,F,Enterprise,76,196.13,13,3,1,8,45,1
d806108a-1b61-49dc-a0a9-41e87bfc0e9f,64,M,Basic,416,188.73,26,10,3,10,3,1
86a1309b-2798-460a-a94a-0d873eaf294a,20,F,Enterprise,167,38.16,22,0,1,1,52,1
a698ca73-85df-4ec9-bd77-6c0b0389b1a1,67,M,Basic,474,155.79,17,4,1,10,41,0
05bad364-7ef2-4abf-ad8f-0773127203ae,74,M,Enterprise,686,62.64,17,3,3,5,36,1
49797bfc-9b1c-4c57-b13c-437ede4438ab,45,F,Basic,388,132.68,12,10,5,7,68,1
1bd7be87-dd34-4d18-9bd2-a32e395fae80,37,F,Basic,882,93.49,25,8,3,4,29,1
fac9ca63-23ac-463e-959e-c7fead71f3cf,76,M,Enterprise,325,165.04,14,6,4,9,18,1
15b5deaf-be02-4f76-800e-20bf643ecb6c,59,M,Premium,552,56.6,28,5,0,9,25,1
02a68a08-df18-462d-9a0b-05008ee1a005,56,M,Basic,802,141.26,7,9,5,9,28,1
7416871b-3cdd-41fd-a8f5-e05152ffe5fc,76,M,Basic,711,74.57,30,3,5,2,62,0
05482a61-0e7c-4e15-a3f4-b474031dfbc9,33,F,Premium,448,91.39,13,7,4,6,40,1
c9109b68-2042-44c8-8c12-d71e3a36d415,47,M,Enterprise,1080,178.91,16,5,1,6,41,1
d29ffbf5-f8a8-4218-99ea-d4e1d582f177,19,F,Enterprise,483,153.43,30,9,4,7,38,1
e673cbf0-a12a-4cda-88a0-8b79615106c6,54,M,Premium,705,61.4,18,10,5,6,33,1
1a226210-7cf4-4a4c-9e0c-56b1986925ae,59,F,Premium,1030,193.97,6,5,1,3,70,1
7b674808-4696-4d28-ba59-1958892a3595,71,M,Enterprise,150,114.31,2,0,3,3,81,1
49aae3b4-7369-4ad7-acee-751482b42c0e,50,F,Premium,339,21.65,2,9,5,10,62,1
b64aed11-95e7-497b-93cd-aa6551ec2ac9,53,F,Basic,62,21.19,1,8,5,5,69,0
fc874296-0cdc-4ce3-ae69-f2cc1537487b,62,F,Basic,65,110.4,4,1,4,3,31,1
b6fd6127-3be1-4cf4-8d10-1e1ac8b92f8a,35,F,Basic,546,166.74,12,6,3,10,32,0
139ce747-fc48-4bf0-a787-dd91c250c388,70,M,Enterprise,492,74.0,28,10,6,1,12,1
f0f274cf-9844-4a00-b8ba-9ff7eef3bbe9,21,M,Enterprise,802,119.49,6,1,3,7,83,0
9df40fb0-81be-445a-86a1-b8274f75af81,76,M,Basic,225,181.06,7,9,3,5,6,0
5a94230b-1f83-4db8-b28a-41e463b935e8,54,M,Basic,604,181.88,30,5,0,4,76,1
b79baf91-d7d9-44bd-99be-2dd89a3b22c7,37,M,Enterprise,845,187.2,8,9,6,7,87,1
a7b5a2a6-97fa-49f0-ae09-4f9a54a95e10,65,M,Enterprise,709,89.09,24,1,4,6,7,1
